"marque";"modele";"energ";"hybride";"puissance_administrative";"puissance_maximale";"typ_boite_nb_rapp";"conso_urb_93";"conso_exurb";"conso_mixte";"co2_mixte";"co_typ_1";"hc";"nox";"hcnox";"ptcl";"masse_ordma_min";"masse_ordma_max"
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"4.9";129;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.7";"4.1";"4.7";123;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"4.9";129;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.7";"4.1";"4.7";122;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"4.9";128;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"4.9";129;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"4.9";129;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"4.9";129;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.5";"3.8";"4.4";116;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.7";"4.1";"4.7";123;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.5";"3.8";"4.4";116;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"4.9";129;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.7";"4.1";"4.7";122;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"4.9";128;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"4.9";129;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.7";"4.1";"4.7";123;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"4.9";129;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.7";"4.1";"4.7";122;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"4.9";128;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"4.9";129;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"4.9";129;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"4.9";129;"0.192";"";"0.062";"0.072";"0.001";1735;1735
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.5";"4.6";"5.7";132;"0.117";"0.041";"0.046";"";"0";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.7";"4.9";"6";138;"0.117";"0.041";"0.046";"";"0";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.4";"4.5";"5.6";130;"0.108";"0.025";"0.037";"";"0.001";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.8";"5.1";"6.1";142;"0.117";"0.041";"0.046";"";"0";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.6";"4.9";"5.9";137;"0.108";"0.025";"0.037";"";"0.001";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.8";"5.1";"6.1";142;"0.108";"0.025";"0.037";"";"0.001";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8";"5.2";"6.2";145;"0.108";"0.025";"0.037";"";"0.001";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.7";"4.9";"6";138;"0.117";"0.041";"0.046";"";"0";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.8";"5.1";"6.1";142;"0.117";"0.041";"0.046";"";"0";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.6";"4.9";"5.9";137;"0.108";"0.025";"0.037";"";"0.001";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.8";"5.1";"6.1";142;"0.108";"0.025";"0.037";"";"0.001";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8";"5.2";"6.2";145;"0.108";"0.025";"0.037";"";"0.001";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.8";"5.1";"6.1";142;"0.117";"0.041";"0.046";"";"0";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8";"5.2";"6.2";145;"0.108";"0.025";"0.037";"";"0.001";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.5";"4.6";"5.7";132;"0.117";"0.041";"0.046";"";"0";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.7";"4.9";"6";138;"0.117";"0.041";"0.046";"";"0";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.4";"4.5";"5.6";130;"0.108";"0.025";"0.037";"";"0.001";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.8";"5.1";"6.1";142;"0.117";"0.041";"0.046";"";"0";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.6";"4.9";"5.9";137;"0.108";"0.025";"0.037";"";"0.001";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.8";"5.1";"6.1";142;"0.108";"0.025";"0.037";"";"0.001";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8";"5.2";"6.2";145;"0.108";"0.025";"0.037";"";"0.001";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.7";"4.9";"6";138;"0.117";"0.041";"0.046";"";"0";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.8";"5.1";"6.1";142;"0.117";"0.041";"0.046";"";"0";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.6";"4.9";"5.9";137;"0.108";"0.025";"0.037";"";"0.001";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.8";"5.1";"6.1";142;"0.108";"0.025";"0.037";"";"0.001";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8";"5.2";"6.2";145;"0.108";"0.025";"0.037";"";"0.001";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.8";"5.1";"6.1";142;"0.117";"0.041";"0.046";"";"0";1615;1615
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8";"5.2";"6.2";145;"0.108";"0.025";"0.037";"";"0.001";1615;1615
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.7";"4.2";"4.8";125;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.8";"4.4";"5";129;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.6";"4.2";"4.7";123;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.8";"4.5";"4.9";128;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.8";"4.5";"4.9";130;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.7";"4.2";"4.8";125;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.8";"4.4";"5";129;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.6";"4.2";"4.7";123;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.8";"4.5";"4.9";128;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.8";"4.5";"4.9";130;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.8";"4.4";"5";129;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.8";"4.5";"4.9";130;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.7";"4.2";"4.8";125;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.8";"4.4";"5";129;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.6";"4.2";"4.7";123;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.8";"4.5";"4.9";128;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.8";"4.5";"4.9";130;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.7";"4.2";"4.8";125;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.8";"4.4";"5";129;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.6";"4.2";"4.7";123;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.8";"4.5";"4.9";128;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.8";"4.5";"4.9";130;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.8";"4.4";"5";129;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.8";"4.5";"4.9";130;"0.196";"";"0.04";"0.058";"0.001";1865;1865
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"5";130;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6.1";"4.5";"5.2";135;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.8";"4.3";"4.8";126;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6.1";"4.6";"5.1";133;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6.1";"4.6";"5.2";135;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"5";130;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6.1";"4.5";"5.2";135;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.8";"4.3";"4.8";126;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6.1";"4.6";"5.1";133;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6.1";"4.6";"5.2";135;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6.1";"4.5";"5.2";135;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6.1";"4.6";"5.2";135;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"5";130;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6.1";"4.5";"5.2";135;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.8";"4.3";"4.8";126;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6.1";"4.6";"5.1";133;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6.1";"4.6";"5.2";135;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.9";"4.3";"5";130;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6.1";"4.5";"5.2";135;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.8";"4.3";"4.8";126;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6.1";"4.6";"5.1";133;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6.1";"4.6";"5.2";135;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6.1";"4.5";"5.2";135;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6.1";"4.6";"5.2";135;"0.192";"";"0.062";"0.072";"0.001";1860;1860
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.9";"5.2";"6.2";144;"0.117";"0.041";"0.046";"";"0";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8.2";"5.4";"6.4";148;"0.117";"0.041";"0.046";"";"0";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8";"5.3";"6.3";145;"0.108";"0.025";"0.037";"";"0.001";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8.5";"5.5";"6.6";152;"0.108";"0.025";"0.037";"";"0.001";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8.7";"5.6";"6.8";155;"0.108";"0.025";"0.037";"";"0.001";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.9";"5.2";"6.2";144;"0.117";"0.041";"0.046";"";"0";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8.2";"5.4";"6.4";148;"0.117";"0.041";"0.046";"";"0";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8";"5.3";"6.3";145;"0.108";"0.025";"0.037";"";"0.001";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8.5";"5.5";"6.6";152;"0.108";"0.025";"0.037";"";"0.001";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8.7";"5.6";"6.8";155;"0.108";"0.025";"0.037";"";"0.001";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8.2";"5.4";"6.4";148;"0.117";"0.041";"0.046";"";"0";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8.7";"5.6";"6.8";155;"0.108";"0.025";"0.037";"";"0.001";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.9";"5.2";"6.2";144;"0.117";"0.041";"0.046";"";"0";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8.2";"5.4";"6.4";148;"0.117";"0.041";"0.046";"";"0";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8";"5.3";"6.3";145;"0.108";"0.025";"0.037";"";"0.001";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8.5";"5.5";"6.6";152;"0.108";"0.025";"0.037";"";"0.001";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8.7";"5.6";"6.8";155;"0.108";"0.025";"0.037";"";"0.001";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"7.9";"5.2";"6.2";144;"0.117";"0.041";"0.046";"";"0";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8.2";"5.4";"6.4";148;"0.117";"0.041";"0.046";"";"0";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8";"5.3";"6.3";145;"0.108";"0.025";"0.037";"";"0.001";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8.5";"5.5";"6.6";152;"0.108";"0.025";"0.037";"";"0.001";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8.7";"5.6";"6.8";155;"0.108";"0.025";"0.037";"";"0.001";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8.2";"5.4";"6.4";148;"0.117";"0.041";"0.046";"";"0";1765;1765
"MERCEDES ";"E 250 ";"ES ";"non ";12;"155";"A 7 ";"8.7";"5.6";"6.8";155;"0.108";"0.025";"0.037";"";"0.001";1765;1765
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.3";"3.9";"4.5";116;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.4";"4";"4.6";118;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.4";"4";"4.5";116;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.6";"4.2";"4.7";123;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.5";"4.1";"4.6";118;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.5";"4.2";"4.6";121;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.6";"4.2";"4.7";123;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.5";"4.1";"4.6";118;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.5";"4.2";"4.6";121;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.3";"3.9";"4.5";116;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.4";"4";"4.6";118;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.4";"4";"4.5";116;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.6";"4.2";"4.7";123;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.5";"4.1";"4.6";118;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.5";"4.2";"4.6";121;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.6";"4.2";"4.7";123;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.5";"4.1";"4.6";118;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.5";"4.2";"4.6";121;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.3";"3.9";"4.5";116;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.4";"4";"4.6";118;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.4";"4";"4.5";116;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.6";"4.2";"4.7";123;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.5";"4.1";"4.6";118;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.5";"4.2";"4.6";121;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.6";"4.2";"4.7";123;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.5";"4.1";"4.6";118;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.5";"4.2";"4.6";121;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.3";"3.9";"4.5";116;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.4";"4";"4.6";118;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.4";"4";"4.5";116;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.6";"4.2";"4.7";123;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.5";"4.1";"4.6";118;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.5";"4.2";"4.6";121;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.6";"4.2";"4.7";123;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.5";"4.1";"4.6";118;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"A 9 ";"5.5";"4.2";"4.6";121;"0.196";"";"0.04";"0.058";"0.001";1800;1800
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.6";"4";"4.6";121;"0.192";"";"0.062";"0.072";"0.001";1785;1785
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.7";"4.1";"4.7";123;"0.192";"";"0.062";"0.072";"0.001";1785;1785
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.7";"4.1";"4.6";121;"0.192";"";"0.062";"0.072";"0.001";1785;1785
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6";"4.4";"5";130;"0.192";"";"0.062";"0.072";"0.001";1785;1785
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.8";"4.2";"4.8";124;"0.192";"";"0.062";"0.072";"0.001";1785;1785
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.8";"4.3";"4.9";127;"0.192";"";"0.062";"0.072";"0.001";1785;1785
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"6";"4.4";"5";130;"0.192";"";"0.062";"0.072";"0.001";1785;1785
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.8";"4.2";"4.8";124;"0.192";"";"0.062";"0.072";"0.001";1785;1785
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.8";"4.3";"4.9";127;"0.192";"";"0.062";"0.072";"0.001";1785;1785
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.6";"4";"4.6";121;"0.192";"";"0.062";"0.072";"0.001";1785;1785
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.7";"4.1";"4.7";123;"0.192";"";"0.062";"0.072";"0.001";1785;1785
"MERCEDES ";"E 250 ";"GO ";"non ";11;"150";"M 6 ";"5.7";"4.1";"4.6";121;"0.192";"";"0.062";"0.072";"0.001";1785;1785
