"marque";"modele";"energ";"hybride";"puissance_administrative";"puissance_maximale";"typ_boite_nb_rapp";"conso_urb_93";"conso_exurb";"conso_mixte";"co2_mixte";"co_typ_1";"hc";"nox";"hcnox";"ptcl";"masse_ordma_min";"masse_ordma_max"
"AUDI ";"A1 ";"ES ";"non ";5;"70";"M 5 ";"5.1";"3.8";"4.3";98;"0.211";"0.061";"0.021";"";"0.001";1110;1110
"AUDI ";"A1 ";"ES ";"non ";5;"70";"M 5 ";"5.2";"3.9";"4.4";102;"0.211";"0.061";"0.021";"";"0.001";1110;1110
"AUDI ";"A1 ";"GO ";"non ";4;"66";"A 7 ";"4";"3.3";"3.6";94;"0.128";"";"0.044";"0.076";"0";1195;1195
"AUDI ";"A1 ";"GO ";"non ";4;"66";"A 7 ";"4.1";"3.4";"3.7";96;"0.128";"";"0.044";"0.076";"0";1195;1195
"AUDI ";"A1 ";"GO ";"non ";4;"66";"A 7 ";"4.2";"3.6";"3.8";99;"0.128";"";"0.044";"0.076";"0";1195;1195
"AUDI ";"A1 ";"GO ";"non ";4;"66";"M 5 ";"3.9";"3.1";"3.4";89;"0.2";"";"0.038";"0.076";"0";1165;1165
"AUDI ";"A1 ";"GO ";"non ";4;"66";"M 5 ";"3.9";"3.1";"3.4";90;"0.2";"";"0.038";"0.076";"0";1165;1165
"AUDI ";"A1 ";"GO ";"non ";4;"66";"M 5 ";"4";"3.3";"3.5";94;"0.2";"";"0.038";"0.076";"0";1165;1165
"AUDI ";"A1 ";"ES ";"non ";14;"170";"M 6 ";"9.2";"5.9";"7.1";166;"0.472";"0.042";"0.018";"";"0.001";1390;1390
"AUDI ";"A1 ";"GO ";"non ";5;"85";"A 7 ";"4.3";"3.4";"3.7";97;"0.109";"";"0.027";"0.066";"0";1250;1250
"AUDI ";"A1 ";"GO ";"non ";6;"85";"A 7 ";"4.3";"3.4";"3.7";98;"0.109";"";"0.027";"0.066";"0";1250;1250
"AUDI ";"A1 ";"GO ";"non ";6;"85";"A 7 ";"4.5";"3.6";"3.9";103;"0.109";"";"0.027";"0.066";"0";1250;1250
"AUDI ";"A1 ";"GO ";"non ";5;"85";"M 5 ";"4.3";"3.1";"3.5";92;"0.109";"";"0.036";"0.073";"0";1225;1225
"AUDI ";"A1 ";"GO ";"non ";5;"85";"M 5 ";"4.3";"3.1";"3.5";93;"0.109";"";"0.036";"0.073";"0";1225;1225
"AUDI ";"A1 ";"GO ";"non ";5;"85";"M 5 ";"4.4";"3.3";"3.7";97;"0.109";"";"0.036";"0.073";"0";1225;1225
"AUDI ";"A1 ";"ES ";"non ";6;"92";"A 7 ";"6.2";"4.2";"4.9";112;"0.088";"0.039";"0.035";"";"0";1190;1190
"AUDI ";"A1 ";"ES ";"non ";6;"92";"A 7 ";"6.2";"4.3";"5";113;"0.088";"0.039";"0.035";"";"0";1190;1190
"AUDI ";"A1 ";"ES ";"non ";6;"92";"A 7 ";"6.3";"4.4";"5.1";117;"0.088";"0.039";"0.035";"";"0";1190;1190
"AUDI ";"A1 ";"ES ";"non ";6;"92";"M 6 ";"6.4";"4.1";"4.9";115;"0.105";"0.044";"0.044";"";"0";1155;1155
"AUDI ";"A1 ";"ES ";"non ";6;"92";"M 6 ";"6.5";"4.1";"5";117;"0.105";"0.044";"0.044";"";"0";1155;1155
"AUDI ";"A1 ";"ES ";"non ";6;"92";"M 6 ";"6.6";"4.3";"5.1";120;"0.105";"0.044";"0.044";"";"0";1155;1155
"AUDI ";"A1 ";"ES ";"non ";7;"110";"A 7 ";"5.8";"4.1";"4.7";109;"0.161";"0.041";"0.026";"";"0";1205;1205
"AUDI ";"A1 ";"ES ";"non ";8;"110";"A 7 ";"5.9";"4.2";"4.8";111;"0.161";"0.041";"0.026";"";"0";1205;1205
"AUDI ";"A1 ";"ES ";"non ";8;"110";"A 7 ";"6.1";"4.4";"5";116;"0.161";"0.041";"0.026";"";"0";1205;1205
"AUDI ";"A1 ";"ES ";"non ";7;"110";"M 6 ";"5.9";"4";"4.7";109;"0.212";"0.045";"0.037";"";"0";1195;1195
"AUDI ";"A1 ";"ES ";"non ";8;"110";"M 6 ";"6";"4.1";"4.8";112;"0.212";"0.045";"0.037";"";"0";1195;1195
"AUDI ";"A1 ";"ES ";"non ";8;"110";"M 6 ";"6.1";"4.3";"5";117;"0.212";"0.045";"0.037";"";"0";1195;1195
"AUDI ";"A1 ";"ES ";"non ";10;"141";"A 7 ";"7.1";"4.7";"5.6";129;"0.297";"0.051";"0.016";"";"0";1255;1255
"AUDI ";"A1 ";"ES ";"non ";10;"141";"A 7 ";"7.2";"4.7";"5.6";130;"0.297";"0.051";"0.016";"";"0";1255;1255
"AUDI ";"A1 ";"ES ";"non ";10;"141";"A 7 ";"7.4";"4.9";"5.8";134;"0.297";"0.051";"0.016";"";"0";1255;1255
"AUDI ";"A1 ";"ES ";"non ";5;"70";"A 7 ";"5.4";"3.8";"4.4";102;"0.183";"0.048";"0.023";"";"0";1165;1165
"AUDI ";"A1 ";"ES ";"non ";5;"70";"A 7 ";"5.5";"3.9";"4.5";103;"0.183";"0.048";"0.023";"";"0";1165;1165
"AUDI ";"A1 ";"ES ";"non ";5;"70";"A 7 ";"5.6";"4";"4.6";107;"0.183";"0.048";"0.023";"";"0";1165;1165
"AUDI ";"A1 ";"ES ";"non ";5;"70";"M 5 ";"5";"3.7";"4.2";97;"0.211";"0.061";"0.021";"";"0.001";1135;1135
"AUDI ";"A1 ";"ES ";"non ";5;"70";"M 5 ";"5.1";"3.8";"4.3";98;"0.211";"0.061";"0.021";"";"0.001";1135;1135
"AUDI ";"A1 ";"ES ";"non ";5;"70";"M 5 ";"5.2";"3.9";"4.4";102;"0.211";"0.061";"0.021";"";"0.001";1135;1135
"AUDI ";"A1 ";"GO ";"non ";4;"66";"A 7 ";"4";"3.3";"3.6";94;"0.128";"";"0.044";"0.076";"0";1220;1220
"AUDI ";"A1 ";"GO ";"non ";4;"66";"A 7 ";"4.1";"3.4";"3.7";96;"0.128";"";"0.044";"0.076";"0";1220;1220
"AUDI ";"A1 ";"GO ";"non ";4;"66";"A 7 ";"4.2";"3.6";"3.8";99;"0.128";"";"0.044";"0.076";"0";1220;1220
"AUDI ";"A1 ";"GO ";"non ";4;"66";"M 5 ";"3.9";"3.1";"3.4";91;"0.2";"";"0.038";"0.076";"0";1195;1195
"AUDI ";"A1 ";"GO ";"non ";4;"66";"M 5 ";"4";"3.2";"3.5";91;"0.2";"";"0.038";"0.076";"0";1195;1195
"AUDI ";"A1 ";"GO ";"non ";4;"66";"M 5 ";"4";"3.3";"3.6";95;"0.2";"";"0.038";"0.076";"0";1195;1195
"AUDI ";"A1 ";"ES ";"non ";14;"170";"M 6 ";"9.3";"6";"7.2";168;"0.472";"0.042";"0.018";"";"0.001";1415;1415
"AUDI ";"A1 ";"GO ";"non ";5;"85";"A 7 ";"4.3";"3.4";"3.7";97;"0.109";"";"0.027";"0.066";"0";1275;1275
"AUDI ";"A1 ";"GO ";"non ";6;"85";"A 7 ";"4.3";"3.4";"3.7";98;"0.109";"";"0.027";"0.066";"0";1275;1275
"AUDI ";"A1 ";"GO ";"non ";6;"85";"A 7 ";"4.5";"3.6";"3.9";103;"0.109";"";"0.027";"0.066";"0";1275;1275
"AUDI ";"A1 ";"GO ";"non ";5;"85";"M 5 ";"4.3";"3.1";"3.5";92;"0.109";"";"0.036";"0.073";"0";1250;1250
"AUDI ";"A1 ";"GO ";"non ";5;"85";"M 5 ";"4.3";"3.1";"3.5";93;"0.109";"";"0.036";"0.073";"0";1250;1250
"AUDI ";"A1 ";"GO ";"non ";5;"85";"M 5 ";"4.4";"3.3";"3.7";97;"0.109";"";"0.036";"0.073";"0";1250;1250
"AUDI ";"A1 ";"ES ";"non ";6;"92";"A 7 ";"6.2";"4.2";"4.9";112;"0.088";"0.039";"0.035";"";"0";1215;1215
"AUDI ";"A1 ";"ES ";"non ";6;"92";"A 7 ";"6.2";"4.3";"5";113;"0.088";"0.039";"0.035";"";"0";1215;1215
"AUDI ";"A1 ";"ES ";"non ";6;"92";"A 7 ";"6.3";"4.4";"5.1";117;"0.088";"0.039";"0.035";"";"0";1215;1215
"AUDI ";"A1 ";"ES ";"non ";6;"92";"M 6 ";"6.6";"4.2";"5.1";118;"0.105";"0.044";"0.044";"";"0";1180;1180
"AUDI ";"A1 ";"ES ";"non ";6;"92";"M 6 ";"6.6";"4.2";"5.1";119;"0.105";"0.044";"0.044";"";"0";1180;1180
"AUDI ";"A1 ";"ES ";"non ";7;"92";"M 6 ";"6.7";"4.4";"5.2";123;"0.105";"0.044";"0.044";"";"0";1180;1180
"AUDI ";"A1 ";"ES ";"non ";7;"110";"A 7 ";"5.8";"4.1";"4.7";109;"0.161";"0.041";"0.026";"";"0";1230;1230
"AUDI ";"A1 ";"ES ";"non ";8;"110";"A 7 ";"5.9";"4.2";"4.8";111;"0.161";"0.041";"0.026";"";"0";1230;1230
"AUDI ";"A1 ";"ES ";"non ";8;"110";"A 7 ";"6.1";"4.4";"5";116;"0.161";"0.041";"0.026";"";"0";1230;1230
"AUDI ";"A1 ";"ES ";"non ";7;"110";"M 6 ";"5.9";"4";"4.7";109;"0.212";"0.045";"0.037";"";"0";1220;1220
"AUDI ";"A1 ";"ES ";"non ";8;"110";"M 6 ";"6";"4.1";"4.8";112;"0.212";"0.045";"0.037";"";"0";1220;1220
"AUDI ";"A1 ";"ES ";"non ";8;"110";"M 6 ";"6.1";"4.3";"5";117;"0.212";"0.045";"0.037";"";"0";1220;1220
"AUDI ";"A1 ";"ES ";"non ";10;"141";"A 7 ";"7.1";"4.7";"5.6";129;"0.297";"0.051";"0.016";"";"0";1280;1280
"AUDI ";"A1 ";"ES ";"non ";10;"141";"A 7 ";"7.2";"4.7";"5.6";130;"0.297";"0.051";"0.016";"";"0";1280;1280
"AUDI ";"A1 ";"ES ";"non ";10;"141";"A 7 ";"7.4";"4.9";"5.8";134;"0.297";"0.051";"0.016";"";"0";1280;1280
"AUDI ";"A3 ";"ES ";"non ";10;"132";"A 7 ";"7";"4.8";"5.6";129;"0.34";"0.054";"0.027";"";"0";1325;1325
"AUDI ";"A3 ";"ES ";"non ";10;"132";"M 6 ";"7.4";"4.9";"5.8";135;"0.341";"0.034";"0.019";"";"0";1305;1305
"AUDI ";"A3 ";"ES ";"non ";10;"132";"A 6 ";"8.2";"5.5";"6.5";149;"0.39";"0.047";"0.011";"";"0";1415;1415
"AUDI ";"A3 ";"ES ";"non ";19;"221";"A 6 ";"8.8";"5.9";"6.9";159;"0.354";"0.037";"0.01";"";"0";1500;1500
"AUDI ";"A3 ";"ES ";"non ";19;"221";"M 6 ";"9.1";"5.8";"7";162;"0.33";"0.044";"0.016";"";"0";1480;1480
"AUDI ";"A3 ";"GO ";"non ";5;"81";"A 7 ";"4.4";"3.6";"3.9";102;"0.134";"";"0.063";"0.095";"0";1325;1325
"AUDI ";"A3 ";"GO ";"non ";5;"81";"M 6 ";"4.5";"3.4";"3.8";99;"0.086";"";"0.043";"0.075";"0";1305;1305
"AUDI ";"A3 ";"GO ";"non ";5;"81";"M 6 ";"3.8";"3";"3.2";85;"0.171";"";"0.099";"0.133";"0";1280;1280
"AUDI ";"A3 ";"GO ";"non ";8;"110";"A 6 ";"5.2";"4";"4.4";116;"0.08";"";"0.06";"0.081";"0";1370;1370
"AUDI ";"A3 ";"GO ";"non ";7;"110";"M 6 ";"5";"3.6";"4.1";106;"0.144";"";"0.066";"0.102";"0";1350;1350
"AUDI ";"A3 ";"GO ";"non ";8;"110";"M 6 ";"5.6";"4.1";"4.7";122;"0.144";"";"0.073";"0.109";"0";1430;1430
"AUDI ";"A3 ";"GO ";"non ";9;"135";"M 6 ";"5.2";"3.6";"4.1";108;"0.128";"";"0.067";"0.101";"0";1360;1360
"AUDI ";"A3 ";"GO ";"non ";10;"135";"A 6 ";"5.4";"4.3";"4.7";124;"0.102";"";"0.059";"0.087";"0";1465;1465
"AUDI ";"A3 ";"ES ";"non ";6;"81";"A 7 ";"5.9";"4.1";"4.8";110;"0.203";"0.048";"0.027";"";"0";1245;1245
"AUDI ";"A3 ";"ES ";"non ";6;"81";"M 6 ";"6.2";"4.2";"4.9";114;"0.23";"0.042";"0.026";"";"0";1225;1225
"AUDI ";"A3 ";"ES ";"non ";6;"92";"A 7 ";"6.1";"4.2";"4.9";114;"0.165";"0.048";"0.043";"";"0";1270;1270
"AUDI ";"A3 ";"ES ";"non ";6;"92";"M 6 ";"6.7";"4.1";"5.1";117;"0.158";"0.028";"0.035";"";"0";1250;1250
"AUDI ";"A3 ";"ES ";"non ";7;"110";"A 7 ";"5.8";"4.1";"4.7";109;"0.253";"0.044";"0.035";"";"0";1280;1280
"AUDI ";"A3 ";"ES ";"non ";7;"110";"M 6 ";"5.8";"4.1";"4.7";109;"0.276";"0.057";"0.042";"";"0";1270;1270
"AUDI ";"A3 ";"ES ";"non ";10;"132";"A 7 ";"7.3";"4.8";"5.8";133;"0.366";"0.053";"0.015";"";"0";1505;1505
"AUDI ";"A3 ";"ES ";"non ";10;"132";"M 6 ";"7.8";"5";"6";140;"0.432";"0.052";"0.017";"";"0";1480;1480
"AUDI ";"A3 ";"ES ";"non ";10;"132";"A 6 ";"8.4";"5.6";"6.6";154;"0.39";"0.047";"0.011";"";"0";1615;1615
"AUDI ";"A3 ";"ES ";"non ";19;"221";"A 6 ";"9";"6";"7.1";165;"0.382";"0.037";"0.016";"";"0";1695;1695
"AUDI ";"A3 ";"GO ";"non ";5;"81";"M 6 ";"4.7";"3.5";"3.9";104;"0.086";"";"0.043";"0.075";"0";1495;1495
"AUDI ";"A3 ";"GO ";"non ";8;"110";"A 6 ";"5.4";"4.2";"4.6";120;"0.08";"";"0.06";"0.081";"0";1555;1555
"AUDI ";"A3 ";"GO ";"non ";7;"110";"M 6 ";"5.1";"3.7";"4.2";110;"0.144";"";"0.066";"0.102";"0";1535;1535
"AUDI ";"A3 ";"GO ";"non ";8;"110";"M 6 ";"5.8";"4.2";"4.8";125;"0.144";"";"0.073";"0.109";"0";1615;1615
"AUDI ";"A3 ";"GO ";"non ";10;"135";"M 6 ";"5.2";"3.8";"4.3";114;"0.128";"";"0.067";"0.101";"0";1545;1545
"AUDI ";"A3 ";"GO ";"non ";10;"135";"A 6 ";"5.7";"4.5";"4.9";129;"0.102";"";"0.059";"0.087";"0";1665;1665
"AUDI ";"A3 ";"ES ";"non ";6;"92";"A 7 ";"6.3";"4.4";"5.1";117;"0.165";"0.048";"0.043";"";"0";1440;1440
"AUDI ";"A3 ";"ES ";"non ";7;"92";"M 6 ";"7";"4.4";"5.3";124;"0.158";"0.028";"0.035";"";"0";1420;1420
"AUDI ";"A3 ";"ES ";"non ";8;"110";"A 7 ";"6";"4.3";"4.9";114;"0.253";"0.044";"0.035";"";"0";1455;1455
"AUDI ";"A3 ";"ES ";"non ";8;"110";"M 6 ";"6";"4.3";"4.9";114;"0.276";"0.057";"0.042";"";"0";1440;1440
"AUDI ";"A3 ";"ES ";"non ";10;"132";"A 7 ";"7";"4.8";"5.6";129;"0.34";"0.054";"0.027";"";"0";1370;1370
"AUDI ";"A3 ";"ES ";"non ";10;"132";"M 6 ";"7.4";"4.9";"5.8";135;"0.341";"0.034";"0.019";"";"0";1345;1345
"AUDI ";"A3 ";"ES ";"non ";10;"132";"A 6 ";"8.2";"5.5";"6.5";149;"0.39";"0.047";"0.011";"";"0";1455;1455
"AUDI ";"A3 ";"ES ";"non ";19;"221";"A 6 ";"8.8";"5.9";"6.9";159;"0.354";"0.037";"0.01";"";"0";1535;1535
"AUDI ";"A3 ";"ES ";"non ";19;"221";"M 6 ";"9.1";"5.8";"7";162;"0.33";"0.044";"0.016";"";"0";1505;1505
"AUDI ";"A3 ";"GO ";"non ";5;"81";"A 7 ";"4.4";"3.6";"3.9";102;"0.134";"";"0.063";"0.095";"0";1365;1365
"AUDI ";"A3 ";"GO ";"non ";5;"81";"M 6 ";"4.5";"3.4";"3.8";99;"0.086";"";"0.043";"0.075";"0";1345;1345
"AUDI ";"A3 ";"GO ";"non ";5;"81";"M 6 ";"3.9";"3.1";"3.3";88;"0.171";"";"0.099";"0.133";"0";1330;1330
"AUDI ";"A3 ";"GO ";"non ";8;"110";"A 6 ";"5.2";"4";"4.4";115;"0.08";"";"0.06";"0.081";"0";1395;1395
"AUDI ";"A3 ";"GO ";"non ";7;"110";"M 6 ";"4.9";"3.5";"4";105;"0.144";"";"0.066";"0.102";"0";1390;1390
"AUDI ";"A3 ";"GO ";"non ";8;"110";"M 6 ";"5.6";"4.1";"4.7";122;"0.144";"";"0.073";"0.109";"0";1470;1470
"AUDI ";"A3 ";"GO ";"non ";9;"135";"M 6 ";"5";"3.6";"4.1";109;"0.128";"";"0.067";"0.101";"0";1395;1395
"AUDI ";"A3 ";"GO ";"non ";10;"135";"A 6 ";"5.4";"4.3";"4.7";124;"0.102";"";"0.059";"0.087";"0";1505;1505
"AUDI ";"A3 ";"ES ";"non ";6;"92";"A 7 ";"6.1";"4.2";"4.9";114;"0.165";"0.048";"0.043";"";"0";1310;1310
"AUDI ";"A3 ";"ES ";"non ";6;"92";"M 6 ";"6.7";"4.1";"5.1";117;"0.158";"0.028";"0.035";"";"0";1280;1280
"AUDI ";"A3 ";"ES ";"non ";7;"110";"A 7 ";"5.8";"4.1";"4.7";109;"0.253";"0.044";"0.035";"";"0";1325;1325
"AUDI ";"A3 ";"ES ";"non ";7;"110";"M 6 ";"5.8";"4.1";"4.7";109;"0.276";"0.057";"0.042";"";"0";1315;1315
"AUDI ";"A3 ";"ES ";"non ";10;"132";"A 7 ";"7";"4.8";"5.6";129;"0.34";"0.054";"0.027";"";"0";1355;1355
"AUDI ";"A3 ";"ES ";"non ";10;"132";"M 6 ";"7.4";"4.9";"5.8";135;"0.341";"0.034";"0.019";"";"0";1335;1335
"AUDI ";"A3 ";"ES ";"non ";10;"132";"A 6 ";"8.2";"5.5";"6.5";149;"0.39";"0.047";"0.011";"";"0";1445;1445
"AUDI ";"A3 ";"ES ";"non ";19;"221";"A 6 ";"8.8";"5.9";"6.9";159;"0.354";"0.037";"0.01";"";"0";1530;1530
"AUDI ";"A3 ";"ES ";"non ";19;"221";"M 6 ";"9.1";"5.8";"7";162;"0.33";"0.044";"0.016";"";"0";1505;1505
"AUDI ";"A3 ";"GO ";"non ";5;"81";"A 7 ";"4.4";"3.6";"3.9";102;"0.134";"";"0.063";"0.095";"0";1355;1355
"AUDI ";"A3 ";"GO ";"non ";5;"81";"M 6 ";"4.5";"3.4";"3.8";99;"0.086";"";"0.043";"0.075";"0";1335;1335
"AUDI ";"A3 ";"GO ";"non ";5;"81";"M 6 ";"3.9";"3.1";"3.3";88;"0.171";"";"0.099";"0.133";"0";1315;1315
"AUDI ";"A3 ";"GO ";"non ";8;"110";"A 6 ";"5.2";"4";"4.4";116;"0.08";"";"0.06";"0.081";"0";1395;1395
"AUDI ";"A3 ";"GO ";"non ";7;"110";"M 6 ";"5";"3.6";"4.1";106;"0.144";"";"0.066";"0.102";"0";1380;1380
"AUDI ";"A3 ";"GO ";"non ";8;"110";"M 6 ";"5.6";"4.1";"4.7";122;"0.144";"";"0.073";"0.109";"0";1460;1460
"AUDI ";"A3 ";"EE ";"oui ";6;"110";"A 6 ";"";"";"1.5";35;"0.055";"0.009";"0.01";"";"0";1615;1615
"AUDI ";"A3 ";"EE ";"oui ";6;"110";"A 6 ";"";"";"1.6";37;"0.055";"0.009";"0.01";"";"0";1615;1615
"AUDI ";"A3 ";"EE ";"oui ";6;"110";"A 6 ";"";"";"1.7";39;"0.055";"0.009";"0.01";"";"0";1615;1615
"AUDI ";"A3 ";"GO ";"non ";9;"135";"M 6 ";"5";"3.7";"4.2";110;"0.128";"";"0.067";"0.101";"0";1390;1390
"AUDI ";"A3 ";"GO ";"non ";10;"135";"A 6 ";"5.4";"4.3";"4.7";124;"0.102";"";"0.059";"0.087";"0";1495;1495
"AUDI ";"A3 ";"ES ";"non ";6;"81";"A 7 ";"5.9";"4.1";"4.8";110;"0.203";"0.048";"0.027";"";"0";1275;1275
"AUDI ";"A3 ";"ES ";"non ";6;"81";"M 6 ";"6.2";"4.2";"4.9";114;"0.23";"0.042";"0.026";"";"0";1255;1255
"AUDI ";"A3 ";"ES ";"non ";6;"92";"A 7 ";"6.1";"4.3";"4.9";114;"0.165";"0.048";"0.043";"";"0";1300;1300
"AUDI ";"A3 ";"ES ";"non ";6;"92";"M 6 ";"6.7";"4.1";"5.1";117;"0.158";"0.028";"0.035";"";"0";1280;1280
"AUDI ";"A3 ";"ES ";"non ";7;"110";"A 7 ";"5.8";"4.1";"4.7";109;"0.253";"0.044";"0.035";"";"0";1310;1310
"AUDI ";"A3 ";"ES ";"non ";7;"110";"M 6 ";"5.8";"4.1";"4.7";109;"0.276";"0.057";"0.042";"";"0";1300;1300
"AUDI ";"A3 ";"ES ";"non ";25;"270";"A 7 ";"11.2";"6.3";"8.1";189;"0.075";"0.024";"0.035";"";"0.001";1595;1595
"AUDI ";"A3 ";"ES ";"non ";26;"270";"A 7 ";"11.4";"6.5";"8.3";194;"0.075";"0.024";"0.035";"";"0.001";1595;1595
"AUDI ";"A4 ";"ES ";"non ";9;"125";"V 0 ";"7";"5.4";"6";139;"0.299";"0.044";"0.017";"";"0";1605;1605
"AUDI ";"A4 ";"ES ";"non ";9;"125";"M 6 ";"7.7";"5.2";"6.1";141;"0.352";"0.045";"0.013";"";"0";1565;1565
"AUDI ";"A4 ";"ES ";"non ";10;"125";"M 6 ";"8.1";"5.5";"6.5";149;"0.277";"0.043";"0.038";"";"0";1635;1635
"AUDI ";"A4 ";"GO ";"non ";15;"180";"A 7 ";"6.9";"5.2";"5.9";154;"0.127";"";"0.059";"0.072";"0.002";1855;1855
"AUDI ";"A4 ";"ES ";"non ";13;"165";"V 0 ";"7.4";"5.2";"6";140;"0.407";"0.055";"0.049";"";"0";1615;1615
"AUDI ";"A4 ";"ES ";"non ";13;"165";"M 6 ";"8";"5.1";"6.1";143;"0.321";"0.036";"0.017";"";"0";1580;1580
"AUDI ";"A4 ";"ES ";"non ";13;"165";"A 7 ";"8.6";"5.9";"6.9";159;"0.295";"0.064";"0.032";"";"0";1685;1685
"AUDI ";"A4 ";"ES ";"non ";13;"165";"M 6 ";"8.8";"5.5";"6.7";154;"0.368";"0.033";"0.024";"";"0";1650;1650
"AUDI ";"A4 ";"GO ";"non ";10;"140";"V 0 ";"5.4";"4.3";"4.7";124;"0.09";"";"0.05";"0.064";"0";1705;1705
"AUDI ";"A4 ";"GO ";"non ";10;"140";"M 6 ";"5.6";"4.2";"4.7";123;"0.319";"";"0.055";"0.108";"0";1670;1670
"AUDI ";"A4 ";"GO ";"non ";10;"140";"A 7 ";"6.1";"4.7";"5.2";137;"0.092";"";"0.045";"0.057";"0";1775;1775
"AUDI ";"A4 ";"GO ";"non ";10;"140";"M 6 ";"6";"4.5";"5.1";132;"0.247";"";"0.05";"0.086";"0";1730;1730
"AUDI ";"A4 ";"GO ";"non ";8;"120";"M 6 ";"5.1";"4";"4.4";114;"0.203";"";"0.056";"0.082";"0";1675;1675
"AUDI ";"A4 ";"ES ";"non ";22;"245";"A 7 ";"10.1";"6.4";"7.8";180;"0.599";"0.045";"0.006";"";"0";1825;1825
"AUDI ";"A4 ";"ES ";"non ";17;"200";"A 7 ";"10.1";"6.4";"7.8";179;"0.599";"0.045";"0.006";"";"0";1790;1790
"AUDI ";"A4 ";"GO ";"non ";8;"110";"V 0 ";"5.4";"4.3";"4.7";124;"0.114";"";"0.04";"0.055";"0";1705;1705
"AUDI ";"A4 ";"GO ";"non ";8;"110";"M 6 ";"5.4";"4.1";"4.6";119;"0.128";"";"0.058";"0.078";"0";1670;1670
"AUDI ";"A4 ";"GO ";"non ";8;"110";"M 6 ";"5.7";"4.3";"4.8";127;"0.166";"";"0.053";"0.074";"0";1730;1730
"AUDI ";"A4 ";"GO ";"non ";7;"100";"M 6 ";"4.9";"3.8";"4.2";109;"0.181";"";"0.066";"0.088";"0";1680;1680
"AUDI ";"A4 ";"GO ";"non ";15;"180";"A 7 ";"7.1";"5.4";"6";159;"0.132";"";"0.058";"0.073";"0.001";1865;1865
"AUDI ";"A4 ";"ES ";"non ";13;"165";"A 7 ";"8.6";"6.1";"7.1";164;"0.417";"0.063";"0.032";"";"0";1725;1725
"AUDI ";"A4 ";"ES ";"non ";13;"165";"M 6 ";"9";"5.9";"7";164;"0.525";"0.038";"0.015";"";"0";1685;1685
"AUDI ";"A4 ";"GO ";"non ";11;"140";"A 7 ";"6.5";"5.1";"5.6";149;"0.123";"";"0.038";"0.056";"0";1805;1805
"AUDI ";"A4 ";"GO ";"non ";11;"140";"M 6 ";"6.5";"5";"5.6";145;"0.228";"";"0.047";"0.084";"0";1765;1765
"AUDI ";"A4 ";"GO ";"non ";8;"110";"M 6 ";"6.3";"4.8";"5.4";139;"0.212";"";"0.049";"0.085";"0";1765;1765
"AUDI ";"A4 ";"ES ";"non ";9;"125";"V 0 ";"6.9";"5.1";"5.8";134;"0.256";"0.044";"0.021";"";"0.001";1545;1545
"AUDI ";"A4 ";"ES ";"non ";9;"125";"M 6 ";"7.4";"4.8";"5.7";134;"0.354";"0.045";"0.018";"";"0";1505;1505
"AUDI ";"A4 ";"ES ";"non ";9;"125";"M 6 ";"8.1";"5.2";"6.2";144;"0.29";"0.042";"0.029";"";"0";1580;1580
"AUDI ";"A4 ";"GO ";"non ";14;"180";"A 7 ";"6.8";"5";"5.7";149;"0.127";"";"0.059";"0.072";"0.002";1805;1805
"AUDI ";"A4 ";"ES ";"non ";13;"165";"V 0 ";"7.4";"5";"5.8";136;"0.407";"0.055";"0.049";"";"0";1560;1560
"AUDI ";"A4 ";"ES ";"non ";13;"165";"M 6 ";"7.8";"4.8";"5.9";138;"0.321";"0.036";"0.017";"";"0";1525;1525
"AUDI ";"A4 ";"ES ";"non ";13;"165";"A 7 ";"8.5";"5.6";"6.7";155;"0.295";"0.064";"0.032";"";"0";1645;1645
"AUDI ";"A4 ";"ES ";"non ";13;"165";"M 6 ";"8.8";"5.3";"6.6";152;"0.368";"0.033";"0.024";"";"0";1605;1605
"AUDI ";"A4 ";"GO ";"non ";10;"140";"V 0 ";"5.3";"4.1";"4.5";119;"0.09";"";"0.05";"0.064";"0";1650;1650
"AUDI ";"A4 ";"GO ";"non ";10;"140";"M 6 ";"5.4";"3.9";"4.5";117;"0.319";"";"0.055";"0.108";"0";1615;1615
"AUDI ";"A4 ";"GO ";"non ";10;"140";"A 7 ";"5.9";"4.5";"5";132;"0.092";"";"0.045";"0.057";"0";1730;1730
"AUDI ";"A4 ";"GO ";"non ";10;"140";"M 6 ";"5.9";"4.4";"4.9";128;"0.247";"";"0.05";"0.086";"0";1690;1690
"AUDI ";"A4 ";"GO ";"non ";8;"120";"M 6 ";"5";"3.8";"4.2";109;"0.203";"";"0.056";"0.082";"0";1615;1615
"AUDI ";"A4 ";"ES ";"non ";22;"245";"A 7 ";"10.1";"6.2";"7.7";178;"0.599";"0.045";"0.006";"";"0";1780;1780
"AUDI ";"A4 ";"ES ";"non ";17;"200";"A 7 ";"9.9";"6.1";"7.5";174;"0.599";"0.045";"0.006";"";"0";1735;1735
"AUDI ";"A4 ";"GO ";"non ";8;"110";"V 0 ";"5.3";"4.1";"4.6";119;"0.114";"";"0.04";"0.055";"0";1650;1650
"AUDI ";"A4 ";"GO ";"non ";8;"110";"M 6 ";"5.3";"3.8";"4.4";114;"0.128";"";"0.058";"0.078";"0";1615;1615
"AUDI ";"A4 ";"GO ";"non ";8;"110";"M 6 ";"5.6";"4.2";"4.7";124;"0.166";"";"0.053";"0.074";"0";1690;1690
